的	〔白勹丶󰁶・rqyy〕
餮	〔一夕人󰀖・gqwe〕
菏	〔艹氵丁口・aisk〕
乜	〔𠃌乚󰁫・nnv〕
乩	〔󰀥口乚󰁀・hknn〕
诜	〔讠丿土儿・ytfq〕
谌	〔讠艹三󰄃・yadn〕
阢	〔阝一儿󰁀・bgqn〕
鄹	〔耳又乑阝・bcib〕
劬	〔勹口力ノ・qket〕
勐	〔子皿力ノ・blet〕
埏	〔土丿止廴・fthp〕
墉	〔土广󰁬丨・fovh〕
茌	〔艹亻士󰀘・awff〕
茚	〔艹󰁚一卩・aqgb〕
茱	〔艹󰅎󰅇󰁧・ariu〕
荞	〔艹丿大󰀯・atdj〕
菥	〔艹木斤󰀬・asrj〕
菘	〔艹木八厶・aswc〕
萜	〔艹冂丨口・amhk〕
菔	〔艹月卩又・aebc〕
菅	〔艹宀丨󰁃・aphn〕
葳	〔艹厂一丶・adgy〕
藁	〔艹亠口木・ayks〕
呲	〔口止匕󰁀・khxn〕
哕	〔口山夕󰁶・kmqy〕
哌	〔口⺁󰀕󰁶・krey〕
哏	〔口彐󰀖󰁶・kvey〕
嘬	〔口日耳又・kjbc〕
噌	〔口丷󰀺日・kulj〕
崤	〔山乂月・mrde〕
嵫	〔山䒑ㄠㄠ・muxx〕
狨	〔犭ノ戈・qtad〕
狺	〔犭ノ言󰀝・qtyg〕
飧	〔夕人丶󰀖・qwye〕
饩	〔⺈󰁐󰅎⺄・qnrn〕
馐	〔⺈󰁐䒑二・qnuf〕
庥	〔广亻木󰀦・owsi〕
怙	〔忄古󰀝・ndg〕
怍	〔忄𠂉丨二・nthf〕
悃	〔忄囗木󰁶・nlsy〕
泷	〔氵ヒ丶・idxy〕
泫	〔氵亠ㄠ󰁶・iyxy〕
浈	〔氵󰀥贝󰁶・ihmy〕
渑	〔氵口日乚・ikjn〕
溲	〔氵臼丨又・iehc〕
滢	〔氵艹冖丶・iapy〕
宄	〔宀九󰀅・pvb〕
迓	〔󰀂亅丿辶・ahtp〕
尻	〔尸九󰁫・nvv〕
妣	〔女󰁴匕󰁀・vxxn〕
妫	〔女丶丿丶・vyty〕
娉	〔女由一ㄅ・vmgn〕
骜	〔主󰁡夂一・gqtg〕
骟	〔󰀊󰀞丶羽・cgyn〕
缧	〔纟田ㄠ小・xlxi〕
瑷	〔王爫冖又・gepc〕
杌	〔木一儿󰁀・sgqn〕
枰	〔木一丷十・sguf〕
柝	〔木斤丶󰁶・sryy〕
桄	〔木⺌一儿・sigq〕
椹	〔木艹三󰄃・sadn〕
辂	〔车夂口󰀝・ltkg〕
暝	〔日冖日八・jpjw〕
氍	〔目目亻乚・hhwn〕
氕	〔󰅎⺄丿󰁣・rntr〕
氤	〔󰅎⺄囗大・rnld〕
胗	〔月人彡ノ・ewet〕
朕	〔月䒑大󰁶・eudy〕
膻	〔月亠囗一・eylg〕
熘	〔火󰁚丶田・oqyl〕
燠	〔火丿ㄇ大・otmd〕
砀	〔石ㄋ󰁤ノ・dnrt〕
砦	〔止匕石󰀘・hxdf〕
礞	〔石艹冖󰀓・dape〕
睇	〔目丷弓丿・huxt〕
钌	〔钅了󰀢・qbh〕
钔	〔钅门󰁀・qun〕
铈	〔钅亠冂丨・qymh〕
锃	〔钅口王󰀝・qkgg〕
镄	〔钅弓󰀯贝・qxjm〕
锺	〔钅丿一土・qtgf〕
穰	〔禾亠口󰀔・tyke〕
瓠	〔大二ㄅ󰂃・dfny〕
瘭	〔疒覀二小・usfi〕
裢	〔衤󰁧车辶・pulp〕
裎	〔衤󰁧口王・pukg〕
襁	〔衤󰁧弓虫・puxj〕
蛩	〔工几丶虫・awyj〕
蝥	〔󰁻乛亅虫・cnhj〕
筢	〔⺮扌巴󰀅・trcb〕
酢	〔西一𠂉二・sgtf〕
醮	〔西一亻灬・sgwo〕
跬	〔口止土土・khff〕
觚	〔⺈月丨󰂃・qehy〕
觫	〔⺈月丨󰅇・qehi〕
龀	〔止人凵ヒ・hwbx〕
鲺	〔󰁢󰀞⺄虫・qgnj〕
鳓	〔󰁢󰀞廿力・qgae〕
骺	〔󰀾月⺁口・merk〕
黢	〔󰀹土灬夂・lfot〕
诶	〔讠厶𠂉大・yctd〕
後	〔彳ㄠ夂󰁶・txty〕
缟	〔纟亠口口・xykk〕
桁	〔木彳一丁・stgs〕
钯	〔钅巴󰁀・qcn〕
痣	〔疒士心󰀦・ufni〕
颌	〔人一口贝・wgkm〕
傧	〔亻宀󰅍八・wprw〕
谂	〔讠人丶心・ywyn〕
掴	〔扌囗王丶・rlgy〕
剌	〔一口󰅇刂・gkij〕
脔	〔亠󰁗冂人・yomw〕
萸	〔艹臼人󰁧・aewu〕
峋	〔山勹日󰀝・mqjg〕
庠	〔广䒑󰀟󰀵・ougk〕
庹	〔广廿尸󰂃・oany〕
泱	〔氵ㄇ大󰁶・imdy〕
鲈	〔󰁢󰀞󰀥尸・qghn〕
薹	〔艹士口土・afkf〕
捱	〔扌厂土土・rdff〕
呦	〔口ㄠ力ノ・kxet〕
圊	〔囗主月󰀌・lged〕
岈	〔山󰀂亅丿・maht〕
狳	〔犭ノ人木・qtws〕
缯	〔纟丷󰀺日・xulj〕
珲	〔王冖车󰀢・gplh〕
旯	〔日九󰀅・jvb〕
鹕	〔古月勹一・deqg〕
顸	〔干丆贝󰁶・fdmy〕
螈	〔虫厂白小・jdri〕
龉	〔止人凵口・hwbk〕
捌	〔扌口力刂・rkej〕
疥	〔疒人󰀯󰀵・uwjk〕
疽	〔疒󰀐一󰀌・uegd〕
柒	〔氵七木󰁧・iasu〕
鼗	〔儿󰀪士又・qifc〕
厣	〔厂大丶甲・ddyl〕
刿	〔山夕刂󰀢・mqjh〕
蒯	〔艹月月刂・aeej〕
仂	〔亻力ノ・wet〕
仫	〔亻丿厶󰁶・wtcy〕
伲	〔亻尸匕󰁀・wnxn〕
佴	〔亻耳󰀝・wbg〕
俦	〔亻三丿寸・wdtf〕
倮	〔亻日木󰁶・wjsy〕
裒	〔亠臼󰀔󰁧・yeeu〕
蠃	〔亠󰄃口丶・ynky〕
诔	〔讠三󰅇󰁶・ydiy〕
诹	〔讠耳又󰁶・ybcy〕
谝	〔讠丶尸艹・yyna〕
阼	〔阝𠂉丨二・bthf〕
陴	〔阝白丿十・brtf〕
邗	〔干阝󰀢・fbh〕
邙	〔亠󰄃阝󰀢・ynbh〕
邾	〔󰅎󰅇阝󰀢・ribh〕
郐	〔人二厶阝・wfcb〕
郗	〔乂冂阝・rdmb〕
劭	〔刀口力ノ・vket〕
坼	〔土斤丶󰁶・fryy〕
坻	〔土󰁚󰀁丶・fqay〕
埕	〔土口王󰀝・fkgg〕
埸	〔土日勹󰁤・fjqr〕
堍	〔土⺈口丶・fqky〕
艽	〔艹九󰀅・avb〕
芨	〔艹乃󰂃󰁧・abyu〕
芎	〔艹弓󰀅・axb〕
芑	〔艹己󰀅・anb〕
芾	〔艹一冂丨・agmh〕
芰	〔艹十又󰁧・afcu〕
苈	〔艹厂力󰁣・ader〕
芩	〔艹人丶乛・awyn〕
芪	〔艹󰁚弋󰀅・aqab〕
苤	〔艹丆卜一・adhg〕
苘	〔艹冂口󰀘・amkf〕
苻	〔艹亻寸󰁧・awfu〕
茑	〔艹勹丶一・aqyg〕
莩	〔艹爫子󰀘・aebf〕
萑	〔艹亻󰁷󰀘・awyf〕
蒉	〔艹口丨贝・akhm〕
葶	〔艹亠口丁・ayks〕
蒎	〔艹氵⺁󰀕・aire〕
蔌	〔艹一口人・agkw〕
甍	〔艹罒冖丶・alpy〕
蔹	〔艹人一夂・awgt〕
蕖	〔艹氵匚木・aias〕
薤	〔艹一夕一・agqg〕
薜	〔艹尸口十・ankf〕
薷	〔艹󰀙丆〢・afdj〕
蘅	〔艹彳󰁢丁・atqs〕
匏	〔大二ㄅ巳・dfnn〕
尥	〔乚勹丶・dnqy〕
捩	〔扌丶尸丶・ryny〕
揠	〔扌匚日女・rajv〕
揎	〔扌宀一一・rpgg〕
搋	〔扌⺁󰅋几・rrhw〕
吒	〔口丿七󰁀・ktan〕
呒	〔口二󰁜󰁀・kfqn〕
咣	〔口⺌一儿・kigq〕
唪	〔口三人󰀟・kdwg〕
唼	〔口立女󰀝・kuvg〕
喈	〔口󰁴匕白・kxxr〕
嗪	〔口三人禾・kdwt〕
嗲	〔口八乂夕・kwrq〕
嗍	〔口䒑凵月・kube〕
嗾	〔口方𠂉大・kytd〕
岘	〔山ㄇ󰁜󰁀・mmqn〕
岙	〔丿大山󰀬・tdmj〕
岢	〔山丁口󰀘・mskf〕
岣	〔山勹口󰀝・mqkg〕
峁	〔山󰁚丿卩・mqtb〕
彳	〔彳丿丿丨・ttth〕
狁	〔犭ノ厶儿・qtcq〕
狲	〔犭ノ孑小・qtbi〕
猃	〔犭ノ人一・qtwg〕
猊	〔犭ノ臼儿・qteq〕
猢	〔犭ノ古月・qtde〕
猱	〔犭ノ󰁻木・qtcs〕
獯	〔犭ノ丿灬・qtto〕
庳	〔广白丿十・ortf〕
廨	〔广⺈月󰀟・oqeg〕
忮	〔忄十又󰁶・nfcy〕
怫	〔忄弓󰀯󰀢・nxjh〕
隳	〔阝工⺗・bdan〕
闶	〔门亠几󰁫・uywv〕
阒	〔门目大丶・uhdy〕
洵	〔氵勹日󰀝・iqjg〕
涠	〔氵囗二丨・ilfh〕
溱	〔氵三人禾・idwt〕
溷	〔氵囗一󰀓・ilge〕
澹	〔氵⺈厂言・iqdy〕
澶	〔氵亠囗一・iylg〕
宥	〔宀月󰀘・pdef〕
寤	〔宀󰄃丨口・pnhk〕
妪	〔女匚乂󰁶・vary〕
姝	〔女󰅎󰅇󰁶・vriy〕
娲	〔女口冂人・vkmw〕
婊	〔女主󰀔󰁶・vgey〕
媪	〔女日皿󰀝・vjlg〕
嫫	〔女艹日大・vajd〕
嫒	〔女爫冖又・vepc〕
嫱	〔女十䒑口・vfuk〕
骖	〔󰀊󰀞厶彡・cgce〕
骘	〔阝止󰀤一・bhhg〕
骝	〔󰀊󰀞󰁚田・cgql〕
纡	〔纟一󰀛󰀢・xgfh〕
绔	〔纟大二ㄅ・xdfn〕
绠	〔纟一日乂・xgjr〕
绨	〔纟丷弓丿・xuxt〕
缇	〔纟日一󰁾・xjgh〕
缌	〔纟田心󰁶・xlny〕
缛	〔纟厂二寸・xdff〕
缲	〔纟口口木・xkks〕
缳	〔纟罒一󰀔・xlge〕
珥	〔王耳󰀝・gbg〕
璎	〔王贝贝女・gmmv〕
杓	〔木勹丶󰁶・sqyy〕
杪	〔木小丿ノ・sitt〕
栌	〔木󰀥尸ノ・shnt〕
柁	〔木宀匕󰁀・spxn〕
栳	〔木土丿匕・sftx〕
栝	〔木丿古󰀝・stdg〕
棰	〔木丿十一・stfg〕
椋	〔木亠口小・syki〕
椁	〔木亠口子・sykb〕
槿	〔木廿口主・sakg〕
樘	〔木⺌冖土・sipf〕
橥	〔犭ノ土木・qtfs〕
殛	〔一夕了一・gqbg〕
轷	〔车丿丷󰀛・ltuf〕
轺	〔车刀口󰀝・lvkg〕
轾	〔车一厶土・lgcf〕
辏	〔车三人大・ldwd〕
軎	〔車口󰀘・lkf〕
瓴	〔人丶󰁻丶・wycy〕
昀	〔日勹冫󰀝・jqug〕
昝	〔夂卜日󰀘・thjf〕
晡	〔日一月丶・jgey〕
暾	〔日亠口夂・jykt〕
贶	〔贝口儿󰁀・mkqn〕
赕	〔贝火火󰁶・mooy〕
觇	〔󰀥口ㄇ󰁜・hkmq〕
觏	〔󰀀ㄇ土󰁜・amfq〕
牮	〔亻󰀁丶󰀟・wayg〕
挲	〔氵小丿手・iitr〕
毪	〔丿二乚󰀟・tfng〕
氲	〔󰅎⺄日皿・rnjl〕
肫	〔月一凵乚・egbn〕
肭	〔月冂人󰁶・emwy〕
胍	〔月⺁厶󰂃・ercy〕
胴	〔月冂一口・emgk〕
脶	〔月口冂人・ekmw〕
腩	〔月十冂十・efmf〕
欹	〔大丁口人・dskw〕
炝	〔火人⺋󰁀・owbn〕
焐	〔火五口󰀝・ogkg〕
爝	〔火爫罒寸・oelf〕
扃	〔丶尸冂口・ynmk〕
祢	〔礻󰁶⺈小・pyqi〕
禳	〔礻󰁶亠󰀔・pyye〕
悫	〔士冖几心・fpwn〕
愍	〔󰁃󰁐弋心・natn〕
慝	〔匚艹心・aadn〕
砗	〔石车󰀢・dlh〕
硗	〔石弋丿儿・datq〕
磲	〔石氵匚木・dias〕
礅	〔石亠口夂・dykt〕
黹	〔󰅊一丷󰅏・ogui〕
眢	〔夕⺋目󰀘・qbhf〕
眙	〔目厶口󰀝・hckg〕
瞍	〔目臼丨又・hehc〕
疃	〔田立日土・lujf〕
罡	〔罒一止󰀘・lghf〕
罴	〔罒土厶灬・lfco〕
罹	〔罒忄亻󰁷・lnwy〕
罾	〔罒丷󰀺日・lulj〕
钿	〔钅田󰀝・qlg〕
铘	〔钅󰀂亅阝・qahb〕
锇	〔钅丿扌丶・qtry〕
锬	〔钅火火󰁶・qooy〕
锾	〔钅爫一又・qegc〕
镔	〔钅宀󰅍八・qprw〕
镟	〔钅方𠂉󰁾・qyth〕
镤	〔钅󰅊一人・qogw〕
镲	〔钅宀󰁯小・qpwi〕
皤	〔白丿米田・rtol〕
鸺	〔亻木勹一・wsqg〕
鹁	〔十冖孑一・fpbg〕
鹂	〔一冂丶一・gmyg〕
鹣	〔䒑󰁬󰁗一・uvog〕
鹬	〔󰁻乛亅一・cnhg〕
鹳	〔艹口口一・akkg〕
疔	〔疒丁󰀵・usk〕
疳	〔疒艹二󰀌・uafd〕
瘃	〔疒一󰀓丶・ugey〕
痿	〔疒禾女󰀌・utvd〕
瘥	〔疒䒑󰀠工・uuga〕
瘼	〔疒艹日大・uajd〕
瘵	〔疒󰁯二小・uwfi〕
癜	〔疒尸󰁺又・unac〕
窬	〔宀八人刂・pwwj〕
衿	〔衤󰁧人乛・puwn〕
袢	〔衤󰁧丷󰀟・puug〕
襦	〔衤󰁧󰀙〢・pufj〕
襻	〔衤󰁧木手・pusr〕
耜	〔三󰅇丨󰁃・dihn〕
耱	〔三󰅇广石・diod〕
耋	〔土丿匕土・ftxf〕
颟	〔艹一冂贝・agmm〕
颢	〔日亠口贝・jykm〕
颥	〔󰀙丆冂贝・fdmm〕
颦	〔止󰀤丆十・hhdf〕
虿	〔一󰁡虫󰁧・gqju〕
蚺	〔虫冂土󰀝・jmfg〕
蛲	〔虫弋丿儿・jatq〕
蛘	〔虫䒑󰀟󰀢・jugh〕
蛑	〔虫厶丿󰀟・jctg〕
蛸	〔虫⺌月󰀝・jieg〕
蜊	〔虫禾刂󰀢・jtjh〕
蜞	〔虫艹三八・jadw〕
蜾	〔虫日木󰁶・jjsy〕
蜩	〔虫󰀼土口・jmfk〕
蝾	〔虫艹冖木・japs〕
蝰	〔虫大土土・jdff〕
螵	〔虫覀二小・jsfi〕
蠖	〔虫艹亻又・jawc〕
罅	〔󰅎山󰅋󰀛・rmhf〕
笏	〔⺮勹󰁤󰁣・tqrr〕
筅	〔⺮丿土儿・ttfq〕
筮	〔⺮工人人・taww〕
篑	〔⺮口丨贝・tkhm〕
舄	〔臼勹灬󰁧・eqou〕
臬	〔丿目木󰁧・thsu〕
衄	〔丿皿󰁈二・tlnf〕
舯	〔丿󰁪口丨・tekh〕
舳	〔丿󰁪由󰀝・temg〕
敉	〔米夂󰁶・oty〕
糁	〔米厶大彡・ocde〕
糇	〔米亻󰁄大・ownd〕
糍	〔米䒑ㄠㄠ・ouxx〕
艮	〔彐󰀖󰀦・vei〕
翥	〔土丿日羽・ftjn〕
絷	〔扌九丶小・rvyi〕
纛	〔主母󰀣小・gxhi〕
麴	〔木人人米・swwo〕
酤	〔西一古󰀝・sgdg〕
酡	〔西一宀匕・sgpx〕
酩	〔西一夕口・sgqk〕
酹	〔西一爫寸・sgef〕
醐	〔西一古月・sgde〕
醍	〔西一日󰁾・sgjh〕
跏	〔口止力口・khek〕
跆	〔口止厶口・khck〕
蹯	〔口止丿田・khtl〕
貘	〔豸艹日大・eajd〕
觯	〔⺈月丨󰅐・qehl〕
謦	〔士󰁅几言・fnwy〕
龅	〔止人凵巳・hwbn〕
黾	〔口日乚󰀅・kjnb〕
鼍	〔口口田乚・kkln〕
隼	〔亻󰁷十󰀬・wyfj〕
雎	〔󰀐󰀞亻󰁷・egwy〕
銎	〔工几丶金・awyq〕
錾	〔车斤金󰀘・lrqf〕
鐾	〔尸口立金・nkuq〕
鲎	〔󰀧冖󰁢一・ipqg〕
鲔	〔󰁢󰀞月・qgde〕
鲵	〔󰁢󰀞臼儿・qgeq〕
鲼	〔󰁢󰀞十贝・qgfm〕
鲽	〔󰁢󰀞廿木・qgas〕
鳆	〔󰁢󰀞𠂉夂・qgtt〕
鳋	〔󰁢󰀞又虫・qgcj〕
鞒	〔廿口十󰀯・akfj〕
髁	〔󰀾月日木・mejs〕
饕	〔口一ㄅ󰀖・kgne〕
髹	〔󰀍厶彡木・dces〕
鬟	〔󰀍厶彡󰀔・dcee〕
黧	〔禾勹丿灬・tqto〕
鼢	〔臼󰁐󰁦刀・enuv〕
倭	〔亻禾女󰀝・wtvg〕
酆	〔山三丨阝・mdhb〕
坩	〔土艹二󰀝・fafg〕
苜	〔艹目󰀘・ahf〕
莜	〔艹亻丨夂・awht〕
莨	〔艹丶彐󰀖・ayve〕
蓥	〔艹冖金󰀘・apqf〕
瞢	〔艹罒冖目・alph〕
呔	〔口大丶󰁶・kdyy〕
夥	〔日木夕夕・jsqq〕
馕	〔⺈󰁐一󰀔・qnge〕
汩	〔氵日󰀝・ijg〕
骒	〔󰀊󰀞日木・cgjs〕
纰	〔纟󰁴匕󰁀・xxxn〕
玟	〔王文󰁶・gyy〕
炅	〔日火󰁧・jou〕
砬	〔石立󰀝・dug〕
颃	〔亠几丆贝・ywdm〕
麽	〔广木木厶・ossc〕
齄	〔丿目田一・thlg〕
赜	〔匚丨口贝・ahkm〕
劐	〔艹亻󰁷刂・awyj〕
卺	〔了󰀩一⺋・bigb〕
鄄	〔覀土阝󰀢・sfbh〕
圬	〔土二ㄅ󰁀・ffnn〕
坜	〔土厂力ノ・fdet〕
蒇	〔艹厂贝丶・admy〕
蒹	〔艹䒑󰁬󰁗・auvo〕
蒗	〔艹氵丶󰀖・aiye〕
蔟	〔艹方𠂉大・aytd〕
掭	〔扌一大⺗・rgdn〕
搛	〔扌䒑󰁬󰁗・ruvo〕
擐	〔扌罒一󰀔・rlge〕
擗	〔扌尸口十・rnkf〕
帔	〔冂丨󰅌又・mhhc〕
岍	〔山一廾󰀢・mgah〕
崧	〔山木八厶・mswc〕
甯	〔宀心月丨・pneh〕
嬲	〔田力女力・leve〕
骢	〔󰀊󰀞丿心・cgtn〕
纥	〔纟𠂉乙󰁀・xtnn〕
枞	〔木人人󰁶・swwy〕
栊	〔木ヒ丶・sdxy〕
柙	〔木甲󰀢・slh〕
枳	〔木口八󰁶・skwy〕
椤	〔木罒夕󰁶・slqy〕
檗	〔尸口立木・nkus〕
搿	〔人一手・rwgr〕
炀	〔火ㄋ󰁤ノ・onrt〕
烀	〔火丿丷󰀛・otuf〕
穑	〔禾十䒑口・tfuk〕
裆	〔衤󰁧⺌彐・puiv〕
颍	〔匕水丆贝・xidm〕
蚴	〔虫ㄠ力ノ・jxet〕
匦	〔匚车九󰁫・alvv〕
劂	〔厂䒑凵刂・dubj〕
伧	〔亻人⺋󰁀・wwbn〕
佧	〔亻󰀥一卜・whgh〕
俜	〔亻由一ㄅ・wmgn〕
黉	〔󰀧冖󰁺八・ipaw〕
馘	〔䒑丿目󰀞・uthg〕
凇	〔冫木八厶・uswc〕
谖	〔讠爫一又・yegc〕
陬	〔阝耳又󰁶・bbcy〕
郢	〔口王阝󰀢・kgbh〕
鄯	〔䒑󰀟䒑阝・ugub〕
垆	〔土󰀥尸ノ・fhnt〕
坭	〔土尸匕󰁀・fnxn〕
坶	〔土母󰁶・fxy〕
埽	〔土彐冖丨・fvph〕
芄	〔艹九丶󰁧・avyu〕
苊	〔艹厂⺋󰀅・adbb〕
芘	〔艹󰁴匕󰀅・axxb〕
苁	〔艹人人󰁧・awwu〕
芟	〔艹几又󰁧・awcu〕
茆	〔艹󰁚丿卩・aqtb〕
荛	〔艹弋丿儿・aatq〕
荮	〔艹纟寸󰁧・axfu〕
莰	〔艹土⺈人・afqw〕
莶	〔艹人一一・awgg〕
菪	〔艹宀石󰀘・apdf〕
蓣	〔艹󰁻乛贝・acnm〕
蕞	〔艹日耳又・ajbc〕
薨	〔艹罒冖匕・alpx〕
蘧	〔艹󰅋七辶・ahap〕
廾	〔廾一丿丨・agth〕
尢	〔乚󰁫・dnv〕
揲	〔扌廿󰄃木・rans〕
揞	〔扌立日󰀝・rujg〕
搦	〔扌弓冫冫・rxuu〕
撖	〔扌乛耳夂・rnbt〕
攉	〔扌󰀙亻󰁷・rfwy〕
攮	〔扌一口󰀔・rgke〕
呤	〔口人丶󰁻・kwyc〕
哜	〔口文󰀯󰀢・kyjh〕
哳	〔口扌斤󰀢・krrh〕
唣	〔口白七󰁀・kran〕
啉	〔口木木󰁶・kssy〕
喱	〔口厂日土・kdjf〕
囗	〔囗丨󰁈一・lhng〕
帱	〔冂丨三寸・mhdf〕
帻	〔冂丨主贝・mhgm〕
屺	〔山己󰁀・mnn〕
岜	〔山巴󰀅・mcb〕
崾	〔山覀女󰀝・msvg〕
嵝	〔山米女󰀝・movg〕
徂	〔彳󰀐一󰀝・tegg〕
犸	〔犭ノ󰀊一・qtcg〕
狻	〔犭ノ厶夂・qtct〕
猹	〔犭ノ木一・qtsg〕
猸	〔犭ノ󰁅目・qtnh〕
馇	〔⺈󰁐木一・qnsg〕
庀	〔广匕󰁫・oxv〕
廑	〔广廿口主・oakg〕
丬	〔丬丶󰀞丨・uygh〕
氵	〔氵丶丶󰀞・iyyg〕
汔	〔氵𠂉乙󰁀・itnn〕
沲	〔氵𠂉也󰁀・itbn〕
浯	〔氵五口󰀝・igkg〕
浼	〔氵⺈口󰁜・iqkq〕
渖	〔氵宀日丨・ipjh〕
渫	〔氵廿󰄃木・ians〕
湓	〔氵八刀皿・iwvl〕
溻	〔氵日羽󰀝・ijng〕
迕	〔𠂉十辶󰀵・tfpk〕
迮	〔𠂉丨二辶・thfp〕
彐	〔彐󰁈一一・vngg〕
弪	〔弓ス工󰀝・xcag〕
屮	〔凵丨󰀵・bhk〕
妤	〔女󰁻乛亅・vcnh〕
娈	〔亠󰁗女󰀘・yovf〕
胬	〔女又冂人・vcmw〕
媸	〔女凵丨虫・vbhj〕
嫜	〔女立日十・vujf〕
尜	〔小大小󰁧・idiu〕
孓	〔了󰂃󰀦・byi〕
驵	〔󰀊󰀞󰀐一・cgeg〕
驺	〔󰀊󰀞⺈彐・cgqv〕
骣	〔󰀊󰀞尸子・cgnb〕
纟	〔纟ㄥㄥ󰀞・xnng〕
纩	〔纟广ノ・xot〕
绋	〔纟弓󰀯󰀢・xxjh〕
绐	〔纟厶口󰀝・xckg〕
绱	〔纟⺌冂口・ximk〕
绲	〔纟日󰁴匕・xjxx〕
缡	〔纟亠乂厶・xyrc〕
巛	〔巛󰁑󰁑󰁑・vnnn〕
玢	〔王八刀ノ・gwvt〕
琚	〔王尸古󰀝・gndg〕
璺	〔󰀗ㄇ一丶・emgy〕
杩	〔木󰀊一󰀝・scgg〕
枘	〔木冂人󰁶・smwy〕
桕	〔木臼󰀝・seg〕
桊	〔䒑大木󰁧・udsu〕
桫	〔木氵小丿・siit〕
椟	〔木十乛大・sfnd〕
椠	〔车斤木󰁧・lrsu〕
楗	〔木󰁬󰀟廴・svgp〕
楱	〔木三人大・sdwd〕
榘	〔𠂉大匚木・tdas〕
槔	〔木白大十・srdf〕
榱	〔木亠口󰀔・syke〕
槊	〔䒑凵丿木・ubts〕
槭	〔木厂󰀥丶・sdhy〕
槲	〔木⺈月十・sqef〕
檠	〔艹勹口木・aqks〕
檎	〔木人亠厶・swyc〕
橼	〔木纟󰅂󰀓・sxxe〕
檑	〔木󰀙田󰀝・sflg〕
獒	〔主󰁡夂丶・gqty〕
殂	〔一夕󰀐一・gqeg〕
辁	〔车人王󰀝・lwgg〕
戗	〔人⺋戈󰁶・wbay〕
戤	〔乃又皿戈・bcla〕
甏	〔士口䒑丶・fkuy〕
攴	〔󰀥又󰁧・hcu〕
昃	〔日厂人󰁧・jdwu〕
昴	〔日󰁚丿卩・jqtb〕
胲	〔月亠ㄥ人・eynw〕
脞	〔月人人土・ewwf〕
脬	〔月爫子󰀝・eebg〕
脘	〔月宀二儿・epfq〕
腠	〔月三人大・edwd〕
腽	〔月日皿󰀝・ejlg〕
腭	〔月口口ㄅ・ekkn〕
膣	〔月宀八土・epwf〕
旆	〔方󰅎冂丨・yrmh〕
煺	〔火彐󰀖辶・ovep〕
礓	〔石一田一・dglg〕
礤	〔石艹󰁯小・dawi〕
盱	〔目一󰀛󰀢・hgfh〕
眍	〔目匚乂󰁶・hary〕
眭	〔目土土󰀝・hffg〕
眵	〔目夕夕󰁶・hqqy〕
鹎	〔白丿十一・rtfg〕
瘅	〔疒丷󰅐󰀵・uulk〕
皲	〔冖车󰅌又・plhc〕
虍	〔󰅋七󰁫・hav〕
酲	〔西一口王・sgkg〕
鹾	〔󰀥囗乂工・hlra〕
跫	〔工几丶󰁾・awyh〕
跽	〔口止己心・khnn〕
踔	〔口止󰀥十・khhf〕
躔	〔口止广土・khof〕
躜	〔口止丿贝・khtm〕
貅	〔豸亻木󰁶・ewsy〕
觖	〔⺈月丨人・qehw〕
雩	〔󰀙二ㄅ󰀅・ffnb〕
龆	〔止人凵口・hwbk〕
隹	〔亻󰁷󰀝・wyg〕
鍪	〔󰁻乛亅金・cnhq〕
鏊	〔主󰁡夂金・gqtq〕
鲒	〔󰁢󰀞士口・qgfk〕
鲩	〔󰁢󰀞宀儿・qgpq〕
鲶	〔󰁢󰀞人心・qgwn〕
鳜	〔󰁢󰀞厂人・qgdw〕
鳟	〔󰁢󰀞丷寸・qguf〕
饔	〔亠󰁲丿󰀖・yxte〕
黪	〔󰀹土灬彡・lfoe〕
鼽	〔丿目田九・thlv〕
卮	〔⺁一⺋󰁫・rgbv〕
匚	〔匚一󰄃・agn〕
劁	〔亻󰁷灬刂・wyoj〕
侔	〔亻厶丿󰀟・wctg〕
傺	〔亻󰁯二小・wwfi〕
儇	〔亻罒一󰀔・wlge〕
佥	〔人一󰀧一・wgig〕
勹	〔勹丿𠃌・qtn〕
亠	〔亠丶一・yyg〕
谘	〔讠冫⺈口・yuqk〕
谠	〔讠⺌冖儿・yipq〕
墼	〔車凵几土・lbwf〕
圮	〔土己󰁀・fnn〕
垤	〔土一厶土・fgcf〕
垲	〔土山己󰁀・fmnn〕
垴	〔土亠乂凵・fyrb〕
埙	〔土口贝󰁶・fkmy〕
埯	〔土大日乚・fdjn〕
埤	〔土白丿十・frtf〕
堋	〔土月月󰀝・feeg〕
埭	〔土󰁬氺󰁶・fviy〕
墚	〔土氵刀木・fivs〕
艹	〔艹一丨丨・aghh〕
芏	〔艹土󰀘・aff〕
芴	〔艹勹󰁤󰁣・aqrr〕
芤	〔艹孑乚󰀅・abnb〕
茇	〔艹又丶・adcy〕
苠	〔艹󰁃󰁐弋・anab〕
茼	〔艹冂一口・amgk〕
莛	〔艹丿士廴・atfp〕
茺	〔艹亠厶儿・aycq〕
荭	〔艹纟工󰀘・axaf〕
萁	〔艹艹三八・aadw〕
菝	〔艹扌丶・ardy〕
萆	〔艹白丿十・artf〕
菸	〔艹方人󰁦・aywu〕
菀	〔艹宀夕⺋・apqb〕
葙	〔艹木目󰀘・ashf〕
蒈	〔艹󰁴匕白・axxr〕
葸	〔艹田心󰁧・alnu〕
